Count,Sherd sample Database Individual  number,Sherd_ID_original ,Sample_ID,Vessel_ID,Site_code,Site_name,Country,Region,Latitude ,Longitude ,Phase,Phase_2,Sample_type,Yield_AE,d13C16,d13C18,bigD,Miliacin,Aquatic,AE GC-MS Scan Data file ,TMTD,Pristanic ,Phytanic,SRR_RRR ,APAA_range,APAA_C18_area ,APAA_C20_area ,APAA_EH,APAA_20_18,
216,,수로(cotext name),MJR21IAE,MJR21,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,17,,,,yes,yes,,,,,78,,,,5.1,,
217,,수로(cotext name),MJR_22_SS20201126,MJR22,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,84,-28.17,-26.96,1.21,no,no,,,,,100,,,,4.4,,
218,,수로(cotext name),MJR23IAE,MJR23,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,6,,,,no,no,,,,,,,,,,,
219,,수로(cotext name),MJR24IAE,MJR24,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,9,,,,no,no,,,,,,,,,,,
220,,수로(cotext name),MJR25IAE,MJR25,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,6,,,,no,no,,,,,,,,,,,
221,,수로(cotext name),MJR26IAE,MJR26,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,6,,,,yes,no,,,,,,,,,,,
222,,수로(cotext name),MJR_27_SS20201126,MJR27,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,32,-24.16,-26.38,-2.22,no,no,,,,,,,,,,,
223,,웅덩이(cotext name),MJR28IAE,MJR28,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,5,,,,yes,no,,,,,,,,,,,
224,,웅덩이(cotext name),MJR_38_SS20201126,MJR38,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,106,-26.79,-25.75,1.04,no,yes,,,,,85.7,,,,8.47,,
225,,웅덩이(cotext name),MJR30IAE,MJR30,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,7,,,,no,yes,,,,,,,,,4.4,,
226,,웅덩이(cotext name),MJR31IAE,MJR31,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,6,,,,no,no,,,,,,,,,,,
227,,웅덩이(cotext name),MJR32IAE,MJR32,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,7,,,,no,no,,,,,,,,,,,
228,,웅덩이(cotext name),MJR33IAE,MJR33,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,6,,,,no,no,,,,,,,,,,,
229,,웅덩이(cotext name),MJR_34_SS20201126,MJR34,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,30,-25.98,-25.93,0.04,yes,no,,,,,82.2,,,,2.7,,
230,,웅덩이(cotext name),MJR35IAE,MJR35,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,8,,,,yes,no,,,,,,,,,,,
231,,웅덩이(cotext name),MJR36IAE,MJR36,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,5,,,,no,no,,,,,,,,,,,
232,,웅덩이(cotext name),MJR-037_IAE,MJR37,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,6,-30.14,-30.83,-0.69,no,no,,,,,,,,,,,
233,,수로(cotext name),MJR04,MJR04,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,109.35,-26.75,-25.7,1.05,no,yes,,,,,100,,,,13.4,,Heron et al. 2016
234,,웅덩이(cotext name),MJR_39_SS20201126,MJR39,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,80,-26.96,-24.6,2.37,no,no,,,,,74.7,,,,4.12,,
235,,웅덩이(cotext name),MJR40IAE,MJR40,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,4,,,,no,no,,,,,,,,,,,
236,,웅덩이(cotext name),MJR41IAE,MJR41,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,14,,,,yes,no,,,,,,,,,,,
237,,웅덩이(cotext name),MJR42IAE,MJR42,MJR,Majeon-ri,Korea,Hoseo,37.034,127.346,Late Bronze,Mumun,ceramic,7,,,,no,no,,,,,,,,,,,
238,,KC-010(no sherd ID but context ID),DPR_020_SS20201111,DPR020,DPR,Daepyong-ri,Korea,Hoseo,36.889,127.293,Early Bronze ,Mumun,ceramic,15,-29.07,-29.57,-0.5,no,yes,,,,,,,,,14.2,,
239,,KC-015(no sherd ID but context ID),MSR01,MSR01,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,13.96,,,,no,no,,,,,,,,,,,
240,,KC-015 group1(no sherd ID but context ID),MSR02,MSR02,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,18.93,-27.63,-28.84,-1.21,no,no,,,,,,,,,,,
241,,KC-015 No.4,MSR03,MSR03,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,10.11,-24.98,-25.64,-0.66,no,no,,,,,,,,,,,
242,,KC-015.13,MSR04,MSR04,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,20.33,-27.42,-28.02,-0.6,no,no,,,,,,,,,,,
243,,KC-018 No.1,MSR05,MSR05,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,18.81,-25.5,-26.29,-0.79,yes,no,,,,,,,,,,,
244,,KC-018 No.4,MSR06,MSR06,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,42.8,,,,yes,no,,,,,,,,,,,
245,,KC-018 No.18,MSR07,MSR07,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,71.04,-25.93,-24.59,1.34,yes,no,,,,,,,,,0.6,,
246,,KC-018 No.17,MSR08,MSR08,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,12.71,,,,yes,no,,,,,,,,,,,
247,,KC-018 No.35,MSR09,MSR09,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,29.89,-25.72,-25.09,0.63,no,no,,,,,,,,,,,
248,,KC-015(no sherd ID but context ID),MSR10,MSR10,MSR,Misa-ri,Korea,Gyeonggi,37.578,127.202,Early Bronze ,Mumun,ceramic,16.94,,,,no,no,,,,,,,,,,,
249,,KC-001(no sherd ID but context ID),SDR01,SDR01,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,10.67,,,,no,no,,,,,,,,,,,
250,,KC-001(no sherd ID but context ID),SDR02,SDR02,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,11.53,,,,no,no,,,,,,,,,,,
251,,KC-001(no sherd ID but context ID),SDR03,SDR03,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,22.4,,,,no,no,,,,,,,,,,,
252,,KC-001(no sherd ID but context ID),SDR04,SDR04,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,8.08,,,,no,no,,,,,,,,,,,
253,,KC-001(no sherd ID but context ID),SDR05,SDR05,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,9.59,,,,no,no,,,,,,,,,,,
254,,KC-001(no sherd ID but context ID),SDR06,SDR06,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,24.22,,,,no,no,,,,,,,,,,,
255,,KC-001(no sherd ID but context ID),SDR07,SDR07,SDR,Songdam-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,9.92,,,,no,no,,,,,,,,,,,
256,,KC-031(no sherd ID but context ID),SWR01,SWR01,SWR,Songwon-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,12.69,,,,no,no,,,,,,,,,,,
257,,KC-014(no sherd ID but context ID),SWR02,SWR02,SWR,Songwon-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,8.49,,,,no,no,,,,,,,,,,,
258,,KC-035(no sherd ID but context ID),SWR03,SWR03,SWR,Songwon-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,19.73,,,,no,no,,,,,,,,,,,
259,,KC-035(no sherd ID but context ID),SWR04,SWR04,SWR,Songwon-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,6.53,,,,no,no,,,,,,,,,,,
260,,KC-050 26,SWR05,SWR05,SWR,Songwon-ri,Korea,Hoseo,36.498,127.268,Early Bronze ,Mumun,ceramic,8.11,,,,no,no,,,,,,,,,,,
261,,,SON002,SON002,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.1,-25.7,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
262,,,SON003,SON003,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.1,-27.6,-0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
263,,,SON004,SON004,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-26.6,-25.9,0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
264,,,SON005,SON005,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-28.7,-31.6,-2.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
265,,,SON006,SON006,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.6,-26.9,0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
266,,,SON012,SON012,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-28.1,-27.7,0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
267,,,SON013,SON013,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-26.7,-26.4,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
268,,,SON014,SON014,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.9,-29,-1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
269,,,SON016,SON016,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.7,-24.7,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
270,,,SON017,SON017,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.3,-28.4,-1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
271,,,SON018,SON018,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-23.2,-23.9,-0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
272,,,SON020,SON020,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.3,-28.6,-1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
273,,,SON022,SON022,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-28.9,-29.3,-0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
274,,,SON024,SON024,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-27.5,-28,-0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
275,,,SON025,SON025,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-30.1,-28.4,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
276,,,SON026,SON026,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-30,-28.9,1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
277,,,SON027,SON027,SON,Songguk-ri,Korea,Hoseo,36.267,127.028,Early Bronze ,Mumun,,,-28.5,-28.1,0.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
278,,,SS030,SS030,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.7,-27.3,-1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
279,,,SS031,SS031,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-26,-27.9,-1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
280,,,SS032,SS032,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-23.8,-25.7,-1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
281,,,SS035,SS035,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-29.5,-27.2,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
282,,,SS036,SS036,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-22.8,-24.5,-1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
283,,,SS037,SS037,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-28.8,-28.5,0.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
284,,,SS038,SS038,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-26.5,-24.3,2.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
285,,,SS039,SS039,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-30.7,-28.1,2.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
286,,,SS040,SS040,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-26.2,-23.5,2.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
287,,,SS041,SS041,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-26,-23.6,2.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
288,,,SS042,SS042,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-23.2,-23.9,-0.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
289,,,SS043,SS043,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-26.8,-26.3,0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
290,,,SS045,SS045,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-28.6,-27.7,0.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
291,,,SS047,SS047,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-29,-27.5,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
292,,,SS048,SS048,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-26.1,-23.9,2.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
293,,,SS049,SS049,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-27.4,-24.3,3.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
294,,,SS050,SS050,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-27.9,-23.6,4.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
295,,,SS051,SS051,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-22.3,-21.4,0.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
296,,,SS054,SS054,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.2,-25.7,-0.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
297,,,SS055,SS055,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-27.4,-27.4,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
298,,,SS056,SS056,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-24.6,-22.3,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
299,,,SS057,SS057,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.4,-23,2.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
300,,,SS058,SS058,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-29,-25,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
301,,,SS060,SS060,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.8,-24.2,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
302,,,SS062,SS062,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.9,-23.5,2.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
303,,,SS063,SS063,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.3,-23.1,2.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
304,,,SS064,SS064,SS,Sosa-dong,Korea,Gyeonggi,36.627,126.746,Late Bronze,Mumun,,,-25.2,-26.3,-1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
